seq,timestamp_server,timestamp_robot,latency_ms,status
1,2024-10-29 18:36:43.431,2024-10-29 18:36:43.436,5.0,received
2,2024-10-29 18:36:43.461,2024-10-29 18:36:43.466,5.0,received
3,2024-10-29 18:36:43.491,2024-10-29 18:36:43.496,5.0,received
4,2024-10-29 18:36:43.521,2024-10-29 18:36:43.526,5.0,received
5,2024-10-29 18:36:43.551,2024-10-29 18:36:43.556,5.0,received
6,2024-10-29 18:36:43.581,2024-10-29 18:36:43.591,10.0,received
7,2024-10-29 18:36:43.611,2024-10-29 18:36:43.622,11.0,received
8,2024-10-29 18:36:43.641,2024-10-29 18:36:43.653,12.0,received
9,2024-10-29 18:36:43.671,2024-10-29 18:36:43.676,5.0,received
10,2024-10-29 18:36:43.701,2024-10-29 18:36:43.706,5.0,received
11,2024-10-29 18:36:43.732,2024-10-29 18:36:43.737,5.0,received
12,2024-10-29 18:36:43.762,2024-10-29 18:36:43.767,5.0,received
13,2024-10-29 18:36:43.792,2024-10-29 18:36:43.798,6.0,received
14,2024-10-29 18:36:43.823,2024-10-29 18:36:43.828,5.0,received
15,2024-10-29 18:36:43.853,2024-10-29 18:36:43.858,5.0,received
16,2024-10-29 18:36:43.883,2024-10-29 18:36:43.889,6.0,received
17,2024-10-29 18:36:43.914,2024-10-29 18:36:43.919,5.0,received
18,2024-10-29 18:36:43.944,2024-10-29 18:36:43.949,5.0,received
19,2024-10-29 18:36:43.974,2024-10-29 18:36:43.979,5.0,received
20,2024-10-29 18:36:44.005,2024-10-29 18:36:44.010,5.0,received
21,2024-10-29 18:36:44.034,2024-10-29 18:36:44.040,6.0,received
22,2024-10-29 18:36:44.065,2024-10-29 18:36:44.070,5.0,received
23,2024-10-29 18:36:44.094,2024-10-29 18:36:44.099,5.0,received
24,2024-10-29 18:36:44.125,2024-10-29 18:36:44.130,5.0,received
25,2024-10-29 18:36:44.155,2024-10-29 18:36:44.160,5.0,received
26,2024-10-29 18:36:44.185,2024-10-29 18:36:44.190,5.0,received
27,2024-10-29 18:36:44.215,2024-10-29 18:36:44.220,5.0,received
28,2024-10-29 18:36:44.245,2024-10-29 18:36:44.250,5.0,received
29,2024-10-29 18:36:44.275,2024-10-29 18:36:44.280,5.0,received
30,2024-10-29 18:36:44.305,2024-10-29 18:36:44.310,5.0,received
31,2024-10-29 18:36:44.335,2024-10-29 18:36:44.341,6.0,received
32,2024-10-29 18:36:44.354,2024-10-29 18:36:44.359,5.0,received
33,2024-10-29 18:36:44.366,2024-10-29 18:36:44.371,5.0,received
34,2024-10-29 18:36:44.396,2024-10-29 18:36:44.401,5.0,received
35,2024-10-29 18:36:44.425,2024-10-29 18:36:44.430,5.0,received
36,2024-10-29 18:36:44.456,2024-10-29 18:36:44.461,5.0,received
37,2024-10-29 18:36:44.486,2024-10-29 18:36:44.491,5.0,received
38,2024-10-29 18:36:44.517,2024-10-29 18:36:44.522,5.0,received
39,2024-10-29 18:36:44.547,2024-10-29 18:36:44.552,5.0,received
40,2024-10-29 18:36:44.577,2024-10-29 18:36:44.582,5.0,received
41,2024-10-29 18:36:44.607,2024-10-29 18:36:44.612,5.0,received
42,2024-10-29 18:36:44.637,2024-10-29 18:36:44.642,5.0,received
43,2024-10-29 18:36:44.667,2024-10-29 18:36:44.672,5.0,received
44,2024-10-29 18:36:44.697,2024-10-29 18:36:44.702,5.0,received
45,2024-10-29 18:36:44.727,2024-10-29 18:36:44.732,5.0,received
46,2024-10-29 18:36:44.758,2024-10-29 18:36:44.763,5.0,received
47,2024-10-29 18:36:44.788,2024-10-29 18:36:44.793,5.0,received
48,2024-10-29 18:36:44.818,2024-10-29 18:36:44.823,5.0,received
49,2024-10-29 18:36:44.848,2024-10-29 18:36:44.853,5.0,received
50,2024-10-29 18:36:44.878,2024-10-29 18:36:44.883,5.0,received
51,2024-10-29 18:36:44.908,2024-10-29 18:36:44.913,5.0,received
52,2024-10-29 18:36:44.938,2024-10-29 18:36:44.943,5.0,received
53,2024-10-29 18:36:44.969,2024-10-29 18:36:44.974,5.0,received
54,2024-10-29 18:36:44.999,2024-10-29 18:36:45.005,6.0,received
55,2024-10-29 18:36:45.029,2024-10-29 18:36:45.033,4.0,received
56,2024-10-29 18:36:45.059,2024-10-29 18:36:45.065,6.0,received
57,2024-10-29 18:36:45.089,2024-10-29 18:36:45.095,6.0,received
58,2024-10-29 18:36:45.120,2024-10-29 18:36:45.125,5.0,received
59,2024-10-29 18:36:45.150,2024-10-29 18:36:45.155,5.0,received
60,2024-10-29 18:36:45.180,2024-10-29 18:36:45.185,5.0,received
61,2024-10-29 18:36:45.210,2024-10-29 18:36:45.215,5.0,received
62,2024-10-29 18:36:45.240,2024-10-29 18:36:45.245,5.0,received
63,2024-10-29 18:36:45.270,2024-10-29 18:36:45.275,5.0,received
64,2024-10-29 18:36:45.301,2024-10-29 18:36:45.306,5.0,received
65,2024-10-29 18:36:45.331,2024-10-29 18:36:45.336,5.0,received
66,2024-10-29 18:36:45.361,2024-10-29 18:36:45.366,5.0,received
67,2024-10-29 18:36:45.372,2024-10-29 18:36:45.377,5.0,received
68,2024-10-29 18:36:45.391,2024-10-29 18:36:45.396,5.0,received
