Attaching to:  10.11.32.219:4242
Server started! Waiting for streams from client...
session created:  10.51.0.77:47589
stream created:  3
Start forwarding? [write any letter]
Connected to mquic, connecting to Websocket.
2024-10-30 15:50:26,442 - INFO - SEQ - 1
2024-10-30 15:50:26,473 - INFO - SEQ - 2
2024-10-30 15:50:26,503 - INFO - SEQ - 3
2024-10-30 15:50:26,533 - INFO - SEQ - 4
2024-10-30 15:50:26,563 - INFO - SEQ - 5
2024-10-30 15:50:26,593 - INFO - SEQ - 6
2024-10-30 15:50:26,623 - INFO - SEQ - 7
2024-10-30 15:50:26,653 - INFO - SEQ - 8
2024-10-30 15:50:26,683 - INFO - SEQ - 9
2024-10-30 15:50:26,697 - INFO - SEQ - 10
2024-10-30 15:50:26,714 - INFO - SEQ - 11
2024-10-30 15:50:26,744 - INFO - SEQ - 12
2024-10-30 15:50:26,774 - INFO - SEQ - 13
2024-10-30 15:50:26,804 - INFO - SEQ - 14
2024-10-30 15:50:26,834 - INFO - SEQ - 15
2024-10-30 15:50:26,864 - INFO - SEQ - 16
2024-10-30 15:50:26,895 - INFO - SEQ - 17
2024-10-30 15:50:26,925 - INFO - SEQ - 18
2024-10-30 15:50:26,955 - INFO - SEQ - 19
2024-10-30 15:50:26,985 - INFO - SEQ - 20
2024-10-30 15:50:27,015 - INFO - SEQ - 21
2024-10-30 15:50:27,046 - INFO - SEQ - 22
2024-10-30 15:50:27,076 - INFO - SEQ - 23
2024-10-30 15:50:27,105 - INFO - SEQ - 24
2024-10-30 15:50:27,135 - INFO - SEQ - 25
2024-10-30 15:50:27,166 - INFO - SEQ - 26
2024-10-30 15:50:27,196 - INFO - SEQ - 27
2024-10-30 15:50:27,226 - INFO - SEQ - 28
2024-10-30 15:50:27,256 - INFO - SEQ - 29
2024-10-30 15:50:27,286 - INFO - SEQ - 30
2024-10-30 15:50:27,316 - INFO - SEQ - 31
2024-10-30 15:50:27,347 - INFO - SEQ - 32
2024-10-30 15:50:27,377 - INFO - SEQ - 33
2024-10-30 15:50:27,407 - INFO - SEQ - 34
2024-10-30 15:50:27,437 - INFO - SEQ - 35
2024-10-30 15:50:27,467 - INFO - SEQ - 36
2024-10-30 15:50:27,498 - INFO - SEQ - 37
2024-10-30 15:50:27,528 - INFO - SEQ - 38
2024-10-30 15:50:27,558 - INFO - SEQ - 39
2024-10-30 15:50:27,588 - INFO - SEQ - 40
2024-10-30 15:50:27,618 - INFO - SEQ - 41
2024-10-30 15:50:27,648 - INFO - SEQ - 42
2024-10-30 15:50:27,678 - INFO - SEQ - 43
2024-10-30 15:50:27,708 - INFO - SEQ - 44
2024-10-30 15:50:27,721 - INFO - SEQ - 45
2024-10-30 15:50:27,738 - INFO - SEQ - 46
2024-10-30 15:50:27,768 - INFO - SEQ - 47
2024-10-30 15:50:27,798 - INFO - SEQ - 48
2024-10-30 15:50:27,829 - INFO - SEQ - 49
2024-10-30 15:50:27,859 - INFO - SEQ - 50
2024-10-30 15:50:27,889 - INFO - SEQ - 51
2024-10-30 15:50:27,919 - INFO - SEQ - 52
2024-10-30 15:50:27,950 - INFO - SEQ - 53
2024-10-30 15:50:27,979 - INFO - SEQ - 54
2024-10-30 15:50:28,009 - INFO - SEQ - 55
2024-10-30 15:50:28,039 - INFO - SEQ - 56
2024-10-30 15:50:28,070 - INFO - SEQ - 57
2024-10-30 15:50:28,100 - INFO - SEQ - 58
2024-10-30 15:50:28,130 - INFO - SEQ - 59
2024-10-30 15:50:28,160 - INFO - SEQ - 60
2024-10-30 15:50:28,190 - INFO - SEQ - 61
2024-10-30 15:50:28,220 - INFO - SEQ - 62
2024-10-30 15:50:28,250 - INFO - SEQ - 63
2024-10-30 15:50:28,280 - INFO - SEQ - 64
2024-10-30 15:50:28,310 - INFO - SEQ - 65
2024-10-30 15:50:28,340 - INFO - SEQ - 66
2024-10-30 15:50:28,371 - INFO - SEQ - 67
2024-10-30 15:50:28,401 - INFO - SEQ - 68
2024-10-30 15:50:28,431 - INFO - SEQ - 69
2024-10-30 15:50:28,461 - INFO - SEQ - 70
2024-10-30 15:50:28,491 - INFO - SEQ - 71
2024-10-30 15:50:28,521 - INFO - SEQ - 72
2024-10-30 15:50:28,551 - INFO - SEQ - 73
2024-10-30 15:50:28,581 - INFO - SEQ - 74
2024-10-30 15:50:28,611 - INFO - SEQ - 75
2024-10-30 15:50:28,642 - INFO - SEQ - 76
2024-10-30 15:50:28,672 - INFO - SEQ - 77
2024-10-30 15:50:28,702 - INFO - SEQ - 78
2024-10-30 15:50:28,722 - INFO - SEQ - 79
2024-10-30 15:50:28,732 - INFO - SEQ - 80
2024-10-30 15:50:28,762 - INFO - SEQ - 81
2024-10-30 15:50:28,792 - INFO - SEQ - 82
2024-10-30 15:50:28,822 - INFO - SEQ - 83
2024-10-30 15:50:28,852 - INFO - SEQ - 84
2024-10-30 15:50:28,883 - INFO - SEQ - 85
2024-10-30 15:50:28,913 - INFO - SEQ - 86
2024-10-30 15:50:28,943 - INFO - SEQ - 87
2024-10-30 15:50:28,973 - INFO - SEQ - 88
2024-10-30 15:50:29,003 - INFO - SEQ - 89
2024-10-30 15:50:29,033 - INFO - SEQ - 90
2024-10-30 15:50:29,063 - INFO - SEQ - 91
2024-10-30 15:50:29,093 - INFO - SEQ - 92
2024-10-30 15:50:29,123 - INFO - SEQ - 93
2024-10-30 15:50:29,153 - INFO - SEQ - 94
2024-10-30 15:50:29,183 - INFO - SEQ - 95
2024-10-30 15:50:29,214 - INFO - SEQ - 96
2024-10-30 15:50:29,244 - INFO - SEQ - 97
2024-10-30 15:50:29,274 - INFO - SEQ - 98
2024-10-30 15:50:29,304 - INFO - SEQ - 99
2024-10-30 15:50:29,334 - INFO - SEQ - 100
2024-10-30 15:50:29,364 - INFO - SEQ - 101
2024-10-30 15:50:29,395 - INFO - SEQ - 102
2024-10-30 15:50:29,425 - INFO - SEQ - 103
2024-10-30 15:50:29,455 - INFO - SEQ - 104
2024-10-30 15:50:29,484 - INFO - SEQ - 105
2024-10-30 15:50:29,515 - INFO - SEQ - 106
2024-10-30 15:50:29,545 - INFO - SEQ - 107
2024-10-30 15:50:29,575 - INFO - SEQ - 108
2024-10-30 15:50:29,605 - INFO - SEQ - 109
2024-10-30 15:50:29,635 - INFO - SEQ - 110
2024-10-30 15:50:29,665 - INFO - SEQ - 111
2024-10-30 15:50:29,696 - INFO - SEQ - 112
2024-10-30 15:50:29,726 - INFO - SEQ - 113
2024-10-30 15:50:29,740 - INFO - SEQ - 114
2024-10-30 15:50:29,756 - INFO - SEQ - 115
2024-10-30 15:50:29,786 - INFO - SEQ - 116
2024-10-30 15:50:29,816 - INFO - SEQ - 117
2024-10-30 15:50:29,846 - INFO - SEQ - 118
2024-10-30 15:50:29,876 - INFO - SEQ - 119
2024-10-30 15:50:29,906 - INFO - SEQ - 120
2024-10-30 15:50:29,937 - INFO - SEQ - 121
2024-10-30 15:50:29,966 - INFO - SEQ - 122
2024-10-30 15:50:29,996 - INFO - SEQ - 123
2024-10-30 15:50:30,027 - INFO - SEQ - 124
2024-10-30 15:50:30,057 - INFO - SEQ - 125
2024-10-30 15:50:30,087 - INFO - SEQ - 126
2024-10-30 15:50:30,117 - INFO - SEQ - 127
2024-10-30 15:50:30,147 - INFO - SEQ - 128
2024-10-30 15:50:30,177 - INFO - SEQ - 129
2024-10-30 15:50:30,208 - INFO - SEQ - 130
2024-10-30 15:50:30,238 - INFO - SEQ - 131
2024-10-30 15:50:30,268 - INFO - SEQ - 132
2024-10-30 15:50:30,297 - INFO - SEQ - 133
2024-10-30 15:50:30,328 - INFO - SEQ - 134
2024-10-30 15:50:30,358 - INFO - SEQ - 135
2024-10-30 15:50:30,388 - INFO - SEQ - 136
2024-10-30 15:50:30,418 - INFO - SEQ - 137
2024-10-30 15:50:30,448 - INFO - SEQ - 138
2024-10-30 15:50:30,478 - INFO - SEQ - 139
2024-10-30 15:50:30,509 - INFO - SEQ - 140
2024-10-30 15:50:30,538 - INFO - SEQ - 141
