Attaching to:  10.11.32.219:4242
Server started! Waiting for streams from client...
session created:  10.51.0.77:38572
stream created:  3
Start forwarding? [write any letter]
Connected to mquic, connecting to Websocket.
2024-11-06 13:50:31,434 - INFO - SEQ - 1
2024-11-06 13:50:31,468 - INFO - SEQ - 2
2024-11-06 13:50:31,498 - INFO - SEQ - 3
2024-11-06 13:50:31,529 - INFO - SEQ - 4
2024-11-06 13:50:31,558 - INFO - SEQ - 5
2024-11-06 13:50:31,588 - INFO - SEQ - 6
2024-11-06 13:50:31,618 - INFO - SEQ - 7
2024-11-06 13:50:31,648 - INFO - SEQ - 8
2024-11-06 13:50:31,678 - INFO - SEQ - 9
2024-11-06 13:50:31,708 - INFO - SEQ - 10
2024-11-06 13:50:31,738 - INFO - SEQ - 11
2024-11-06 13:50:31,769 - INFO - SEQ - 12
2024-11-06 13:50:31,799 - INFO - SEQ - 13
2024-11-06 13:50:31,829 - INFO - SEQ - 14
2024-11-06 13:50:31,859 - INFO - SEQ - 15
2024-11-06 13:50:31,889 - INFO - SEQ - 16
2024-11-06 13:50:31,919 - INFO - SEQ - 17
2024-11-06 13:50:31,949 - INFO - SEQ - 18
2024-11-06 13:50:31,979 - INFO - SEQ - 19
2024-11-06 13:50:31,990 - INFO - SEQ - 20
2024-11-06 13:50:32,009 - INFO - SEQ - 21
2024-11-06 13:50:32,039 - INFO - SEQ - 22
2024-11-06 13:50:32,069 - INFO - SEQ - 23
2024-11-06 13:50:32,099 - INFO - SEQ - 24
2024-11-06 13:50:32,129 - INFO - SEQ - 25
2024-11-06 13:50:32,159 - INFO - SEQ - 26
2024-11-06 13:50:32,190 - INFO - SEQ - 27
2024-11-06 13:50:32,220 - INFO - SEQ - 28
2024-11-06 13:50:32,250 - INFO - SEQ - 29
2024-11-06 13:50:32,280 - INFO - SEQ - 30
2024-11-06 13:50:32,310 - INFO - SEQ - 31
2024-11-06 13:50:32,340 - INFO - SEQ - 32
2024-11-06 13:50:32,370 - INFO - SEQ - 33
2024-11-06 13:50:32,400 - INFO - SEQ - 34
2024-11-06 13:50:32,431 - INFO - SEQ - 35
2024-11-06 13:50:32,461 - INFO - SEQ - 36
2024-11-06 13:50:32,491 - INFO - SEQ - 37
2024-11-06 13:50:32,521 - INFO - SEQ - 38
2024-11-06 13:50:32,551 - INFO - SEQ - 39
2024-11-06 13:50:32,581 - INFO - SEQ - 40
2024-11-06 13:50:32,611 - INFO - SEQ - 41
2024-11-06 13:50:32,641 - INFO - SEQ - 42
2024-11-06 13:50:32,671 - INFO - SEQ - 43
2024-11-06 13:50:32,701 - INFO - SEQ - 44
2024-11-06 13:50:32,731 - INFO - SEQ - 45
2024-11-06 13:50:32,762 - INFO - SEQ - 46
2024-11-06 13:50:32,792 - INFO - SEQ - 47
2024-11-06 13:50:32,822 - INFO - SEQ - 48
2024-11-06 13:50:32,852 - INFO - SEQ - 49
2024-11-06 13:50:32,882 - INFO - SEQ - 50
2024-11-06 13:50:32,912 - INFO - SEQ - 51
2024-11-06 13:50:32,942 - INFO - SEQ - 52
