Attaching to:  10.11.32.219:4242
Server started! Waiting for streams from client...
session created:  10.11.66.177:59513
stream created:  3
Start forwarding? [write any letter]
Connected to mquic, connecting to Websocket.
2025-06-10 17:46:26,916 - INFO - SEQ - 1
2025-06-10 17:46:26,960 - INFO - SEQ - 2
2025-06-10 17:46:26,979 - INFO - SEQ - 3
2025-06-10 17:46:27,010 - INFO - SEQ - 4
2025-06-10 17:46:27,040 - INFO - SEQ - 5
2025-06-10 17:46:27,071 - INFO - SEQ - 6
2025-06-10 17:46:27,103 - INFO - SEQ - 7
2025-06-10 17:46:27,133 - INFO - SEQ - 8
2025-06-10 17:46:27,163 - INFO - SEQ - 9
2025-06-10 17:46:27,193 - INFO - SEQ - 10
2025-06-10 17:46:27,224 - INFO - SEQ - 11
2025-06-10 17:46:27,254 - INFO - SEQ - 12
2025-06-10 17:46:27,285 - INFO - SEQ - 13
2025-06-10 17:46:27,315 - INFO - SEQ - 14
2025-06-10 17:46:27,345 - INFO - SEQ - 15
2025-06-10 17:46:27,375 - INFO - SEQ - 16
2025-06-10 17:46:27,405 - INFO - SEQ - 17
2025-06-10 17:46:27,435 - INFO - SEQ - 18
2025-06-10 17:46:27,466 - INFO - SEQ - 19
2025-06-10 17:46:27,497 - INFO - SEQ - 20
2025-06-10 17:46:27,527 - INFO - SEQ - 21
2025-06-10 17:46:27,556 - INFO - SEQ - 22
2025-06-10 17:46:27,587 - INFO - SEQ - 23
2025-06-10 17:46:27,618 - INFO - SEQ - 24
2025-06-10 17:46:27,648 - INFO - SEQ - 25
2025-06-10 17:46:27,678 - INFO - SEQ - 26
2025-06-10 17:46:27,708 - INFO - SEQ - 27
2025-06-10 17:46:27,738 - INFO - SEQ - 28
2025-06-10 17:46:27,769 - INFO - SEQ - 29
2025-06-10 17:46:27,799 - INFO - SEQ - 30
2025-06-10 17:46:27,830 - INFO - SEQ - 31
2025-06-10 17:46:27,862 - INFO - SEQ - 32
2025-06-10 17:46:27,891 - INFO - SEQ - 33
2025-06-10 17:46:27,921 - INFO - SEQ - 34
2025-06-10 17:46:27,952 - INFO - SEQ - 35
2025-06-10 17:46:27,982 - INFO - SEQ - 36
2025-06-10 17:46:28,013 - INFO - SEQ - 37
2025-06-10 17:46:28,042 - INFO - SEQ - 38
2025-06-10 17:46:28,072 - INFO - SEQ - 39
2025-06-10 17:46:28,103 - INFO - SEQ - 40
2025-06-10 17:46:28,133 - INFO - SEQ - 41
2025-06-10 17:46:28,163 - INFO - SEQ - 42
2025-06-10 17:46:28,193 - INFO - SEQ - 43
2025-06-10 17:46:28,223 - INFO - SEQ - 44
2025-06-10 17:46:28,253 - INFO - SEQ - 45
2025-06-10 17:46:28,284 - INFO - SEQ - 46
2025-06-10 17:46:28,315 - INFO - SEQ - 47
2025-06-10 17:46:28,345 - INFO - SEQ - 48
2025-06-10 17:46:28,374 - INFO - SEQ - 49
2025-06-10 17:46:28,405 - INFO - SEQ - 50
2025-06-10 17:46:28,436 - INFO - SEQ - 51
2025-06-10 17:46:28,465 - INFO - SEQ - 52
2025-06-10 17:46:28,495 - INFO - SEQ - 53
2025-06-10 17:46:28,526 - INFO - SEQ - 54
2025-06-10 17:46:28,556 - INFO - SEQ - 55
2025-06-10 17:46:28,586 - INFO - SEQ - 56
2025-06-10 17:46:28,617 - INFO - SEQ - 57
2025-06-10 17:46:28,647 - INFO - SEQ - 58
2025-06-10 17:46:28,677 - INFO - SEQ - 59
2025-06-10 17:46:28,707 - INFO - SEQ - 60
2025-06-10 17:46:28,737 - INFO - SEQ - 61
2025-06-10 17:46:28,768 - INFO - SEQ - 62
2025-06-10 17:46:28,798 - INFO - SEQ - 63
2025-06-10 17:46:28,828 - INFO - SEQ - 64
2025-06-10 17:46:28,859 - INFO - SEQ - 65
2025-06-10 17:46:28,889 - INFO - SEQ - 66
2025-06-10 17:46:28,919 - INFO - SEQ - 67
2025-06-10 17:46:28,949 - INFO - SEQ - 68
2025-06-10 17:46:28,979 - INFO - SEQ - 69
2025-06-10 17:46:29,009 - INFO - SEQ - 70
2025-06-10 17:46:29,040 - INFO - SEQ - 71
2025-06-10 17:46:29,069 - INFO - SEQ - 72
2025-06-10 17:46:29,100 - INFO - SEQ - 73
2025-06-10 17:46:29,130 - INFO - SEQ - 74
2025-06-10 17:46:29,160 - INFO - SEQ - 75
2025-06-10 17:46:29,190 - INFO - SEQ - 76
2025-06-10 17:46:29,221 - INFO - SEQ - 77
2025-06-10 17:46:29,251 - INFO - SEQ - 78
2025-06-10 17:46:29,281 - INFO - SEQ - 79
2025-06-10 17:46:29,311 - INFO - SEQ - 80
2025-06-10 17:46:29,341 - INFO - SEQ - 81
2025-06-10 17:46:29,372 - INFO - SEQ - 82
2025-06-10 17:46:29,402 - INFO - SEQ - 83
2025-06-10 17:46:29,432 - INFO - SEQ - 84
2025-06-10 17:46:29,462 - INFO - SEQ - 85
2025-06-10 17:46:29,492 - INFO - SEQ - 86
2025-06-10 17:46:29,523 - INFO - SEQ - 87
2025-06-10 17:46:29,553 - INFO - SEQ - 88
2025-06-10 17:46:29,583 - INFO - SEQ - 89
2025-06-10 17:46:29,614 - INFO - SEQ - 90
2025-06-10 17:46:29,645 - INFO - SEQ - 91
2025-06-10 17:46:29,674 - INFO - SEQ - 92
2025-06-10 17:46:29,705 - INFO - SEQ - 93
2025-06-10 17:46:29,735 - INFO - SEQ - 94
2025-06-10 17:46:29,764 - INFO - SEQ - 95
2025-06-10 17:46:29,795 - INFO - SEQ - 96
2025-06-10 17:46:29,826 - INFO - SEQ - 97
2025-06-10 17:46:29,856 - INFO - SEQ - 98
2025-06-10 17:46:29,886 - INFO - SEQ - 99
2025-06-10 17:46:29,916 - INFO - SEQ - 100
2025-06-10 17:46:29,946 - INFO - SEQ - 101
2025-06-10 17:46:29,977 - INFO - SEQ - 102
2025-06-10 17:46:30,007 - INFO - SEQ - 103
2025-06-10 17:46:30,037 - INFO - SEQ - 104
2025-06-10 17:46:30,067 - INFO - SEQ - 105
2025-06-10 17:46:30,097 - INFO - SEQ - 106
2025-06-10 17:46:30,127 - INFO - SEQ - 107
2025-06-10 17:46:30,157 - INFO - SEQ - 108
2025-06-10 17:46:30,188 - INFO - SEQ - 109
2025-06-10 17:46:30,218 - INFO - SEQ - 110
2025-06-10 17:46:30,248 - INFO - SEQ - 111
2025-06-10 17:46:30,278 - INFO - SEQ - 112
2025-06-10 17:46:30,308 - INFO - SEQ - 113
2025-06-10 17:46:30,339 - INFO - SEQ - 114
2025-06-10 17:46:30,369 - INFO - SEQ - 115
2025-06-10 17:46:30,400 - INFO - SEQ - 116
2025-06-10 17:46:30,430 - INFO - SEQ - 117
2025-06-10 17:46:30,460 - INFO - SEQ - 118
2025-06-10 17:46:30,490 - INFO - SEQ - 119
2025-06-10 17:46:30,520 - INFO - SEQ - 120
2025-06-10 17:46:30,550 - INFO - SEQ - 121
2025-06-10 17:46:30,580 - INFO - SEQ - 122
2025-06-10 17:46:30,611 - INFO - SEQ - 123
2025-06-10 17:46:30,641 - INFO - SEQ - 124
2025-06-10 17:46:30,671 - INFO - SEQ - 125
2025-06-10 17:46:30,702 - INFO - SEQ - 126
2025-06-10 17:46:30,732 - INFO - SEQ - 127
2025-06-10 17:46:30,762 - INFO - SEQ - 128
2025-06-10 17:46:30,793 - INFO - SEQ - 129
2025-06-10 17:46:30,823 - INFO - SEQ - 130
2025-06-10 17:46:30,853 - INFO - SEQ - 131
2025-06-10 17:46:30,882 - INFO - SEQ - 132
2025-06-10 17:46:30,913 - INFO - SEQ - 133
2025-06-10 17:46:30,943 - INFO - SEQ - 134
2025-06-10 17:46:30,974 - INFO - SEQ - 135
2025-06-10 17:46:31,003 - INFO - SEQ - 136
2025-06-10 17:46:31,033 - INFO - SEQ - 137
2025-06-10 17:46:31,064 - INFO - SEQ - 138
2025-06-10 17:46:31,094 - INFO - SEQ - 139
2025-06-10 17:46:31,124 - INFO - SEQ - 140
