Attaching to:  10.11.32.219:4242
Server started! Waiting for streams from client...
session created:  10.11.66.177:45848
stream created:  3
Start forwarding? [write any letter]
Connected to mquic, connecting to Websocket.
2025-06-10 17:48:57,654 - INFO - SEQ - 1
2025-06-10 17:48:57,697 - INFO - SEQ - 2
2025-06-10 17:48:57,713 - INFO - SEQ - 3
2025-06-10 17:48:57,744 - INFO - SEQ - 4
2025-06-10 17:48:57,774 - INFO - SEQ - 5
2025-06-10 17:48:57,805 - INFO - SEQ - 6
2025-06-10 17:48:57,835 - INFO - SEQ - 7
2025-06-10 17:48:57,866 - INFO - SEQ - 8
2025-06-10 17:48:57,896 - INFO - SEQ - 9
2025-06-10 17:48:57,925 - INFO - SEQ - 10
2025-06-10 17:48:57,956 - INFO - SEQ - 11
2025-06-10 17:48:57,986 - INFO - SEQ - 12
2025-06-10 17:48:58,016 - INFO - SEQ - 13
2025-06-10 17:48:58,046 - INFO - SEQ - 14
2025-06-10 17:48:58,077 - INFO - SEQ - 15
2025-06-10 17:48:58,107 - INFO - SEQ - 16
2025-06-10 17:48:58,137 - INFO - SEQ - 17
2025-06-10 17:48:58,167 - INFO - SEQ - 18
2025-06-10 17:48:58,198 - INFO - SEQ - 19
2025-06-10 17:48:58,228 - INFO - SEQ - 20
2025-06-10 17:48:58,259 - INFO - SEQ - 21
2025-06-10 17:48:58,288 - INFO - SEQ - 22
2025-06-10 17:48:58,320 - INFO - SEQ - 23
2025-06-10 17:48:58,348 - INFO - SEQ - 24
2025-06-10 17:48:58,379 - INFO - SEQ - 25
2025-06-10 17:48:58,410 - INFO - SEQ - 26
2025-06-10 17:48:58,440 - INFO - SEQ - 27
2025-06-10 17:48:58,470 - INFO - SEQ - 28
2025-06-10 17:48:58,500 - INFO - SEQ - 29
2025-06-10 17:48:58,530 - INFO - SEQ - 30
2025-06-10 17:48:58,560 - INFO - SEQ - 31
2025-06-10 17:48:58,591 - INFO - SEQ - 32
2025-06-10 17:48:58,621 - INFO - SEQ - 33
2025-06-10 17:48:58,651 - INFO - SEQ - 34
2025-06-10 17:48:58,681 - INFO - SEQ - 35
2025-06-10 17:48:58,711 - INFO - SEQ - 36
2025-06-10 17:48:58,742 - INFO - SEQ - 37
2025-06-10 17:48:58,772 - INFO - SEQ - 38
2025-06-10 17:48:58,801 - INFO - SEQ - 39
2025-06-10 17:48:58,832 - INFO - SEQ - 40
2025-06-10 17:48:58,862 - INFO - SEQ - 41
2025-06-10 17:48:58,892 - INFO - SEQ - 42
2025-06-10 17:48:58,923 - INFO - SEQ - 43
2025-06-10 17:48:58,953 - INFO - SEQ - 44
2025-06-10 17:48:58,983 - INFO - SEQ - 45
2025-06-10 17:48:59,013 - INFO - SEQ - 46
2025-06-10 17:48:59,043 - INFO - SEQ - 47
2025-06-10 17:48:59,074 - INFO - SEQ - 48
2025-06-10 17:48:59,104 - INFO - SEQ - 49
2025-06-10 17:48:59,134 - INFO - SEQ - 50
2025-06-10 17:48:59,164 - INFO - SEQ - 51
2025-06-10 17:48:59,195 - INFO - SEQ - 52
2025-06-10 17:48:59,225 - INFO - SEQ - 53
2025-06-10 17:48:59,255 - INFO - SEQ - 54
2025-06-10 17:48:59,285 - INFO - SEQ - 55
2025-06-10 17:48:59,316 - INFO - SEQ - 56
2025-06-10 17:48:59,346 - INFO - SEQ - 57
2025-06-10 17:48:59,376 - INFO - SEQ - 58
2025-06-10 17:48:59,406 - INFO - SEQ - 59
2025-06-10 17:48:59,436 - INFO - SEQ - 60
2025-06-10 17:48:59,466 - INFO - SEQ - 61
2025-06-10 17:48:59,497 - INFO - SEQ - 62
2025-06-10 17:48:59,527 - INFO - SEQ - 63
2025-06-10 17:48:59,557 - INFO - SEQ - 64
2025-06-10 17:48:59,587 - INFO - SEQ - 65
2025-06-10 17:48:59,617 - INFO - SEQ - 66
2025-06-10 17:48:59,648 - INFO - SEQ - 67
2025-06-10 17:48:59,678 - INFO - SEQ - 68
2025-06-10 17:48:59,708 - INFO - SEQ - 69
2025-06-10 17:48:59,738 - INFO - SEQ - 70
2025-06-10 17:48:59,769 - INFO - SEQ - 71
2025-06-10 17:48:59,799 - INFO - SEQ - 72
2025-06-10 17:48:59,829 - INFO - SEQ - 73
2025-06-10 17:48:59,859 - INFO - SEQ - 74
2025-06-10 17:48:59,890 - INFO - SEQ - 75
2025-06-10 17:48:59,920 - INFO - SEQ - 76
2025-06-10 17:48:59,950 - INFO - SEQ - 77
2025-06-10 17:48:59,980 - INFO - SEQ - 78
2025-06-10 17:49:00,011 - INFO - SEQ - 79
2025-06-10 17:49:00,041 - INFO - SEQ - 80
2025-06-10 17:49:00,071 - INFO - SEQ - 81
2025-06-10 17:49:00,101 - INFO - SEQ - 82
2025-06-10 17:49:00,131 - INFO - SEQ - 83
2025-06-10 17:49:00,162 - INFO - SEQ - 84
2025-06-10 17:49:00,192 - INFO - SEQ - 85
2025-06-10 17:49:00,222 - INFO - SEQ - 86
2025-06-10 17:49:00,252 - INFO - SEQ - 87
2025-06-10 17:49:00,283 - INFO - SEQ - 88
2025-06-10 17:49:00,312 - INFO - SEQ - 89
2025-06-10 17:49:00,343 - INFO - SEQ - 90
2025-06-10 17:49:00,373 - INFO - SEQ - 91
2025-06-10 17:49:00,403 - INFO - SEQ - 92
2025-06-10 17:49:00,434 - INFO - SEQ - 93
2025-06-10 17:49:00,464 - INFO - SEQ - 94
2025-06-10 17:49:00,494 - INFO - SEQ - 95
2025-06-10 17:49:00,525 - INFO - SEQ - 96
2025-06-10 17:49:00,555 - INFO - SEQ - 97
2025-06-10 17:49:00,585 - INFO - SEQ - 98
2025-06-10 17:49:00,616 - INFO - SEQ - 99
2025-06-10 17:49:00,646 - INFO - SEQ - 100
2025-06-10 17:49:00,676 - INFO - SEQ - 101
2025-06-10 17:49:00,706 - INFO - SEQ - 102
2025-06-10 17:49:00,737 - INFO - SEQ - 103
2025-06-10 17:49:00,767 - INFO - SEQ - 104
2025-06-10 17:49:00,797 - INFO - SEQ - 105
2025-06-10 17:49:00,827 - INFO - SEQ - 106
2025-06-10 17:49:00,857 - INFO - SEQ - 107
2025-06-10 17:49:00,888 - INFO - SEQ - 108
2025-06-10 17:49:00,918 - INFO - SEQ - 109
2025-06-10 17:49:00,948 - INFO - SEQ - 110
2025-06-10 17:49:00,979 - INFO - SEQ - 111
2025-06-10 17:49:01,009 - INFO - SEQ - 112
2025-06-10 17:49:01,039 - INFO - SEQ - 113
2025-06-10 17:49:01,070 - INFO - SEQ - 114
2025-06-10 17:49:01,099 - INFO - SEQ - 115
2025-06-10 17:49:01,130 - INFO - SEQ - 116
2025-06-10 17:49:01,160 - INFO - SEQ - 117
2025-06-10 17:49:01,190 - INFO - SEQ - 118
2025-06-10 17:49:01,220 - INFO - SEQ - 119
2025-06-10 17:49:01,251 - INFO - SEQ - 120
2025-06-10 17:49:01,282 - INFO - SEQ - 121
2025-06-10 17:49:01,312 - INFO - SEQ - 122
2025-06-10 17:49:01,342 - INFO - SEQ - 123
2025-06-10 17:49:01,372 - INFO - SEQ - 124
2025-06-10 17:49:01,403 - INFO - SEQ - 125
2025-06-10 17:49:01,433 - INFO - SEQ - 126
2025-06-10 17:49:01,463 - INFO - SEQ - 127
2025-06-10 17:49:01,493 - INFO - SEQ - 128
2025-06-10 17:49:01,523 - INFO - SEQ - 129
2025-06-10 17:49:01,553 - INFO - SEQ - 130
2025-06-10 17:49:01,584 - INFO - SEQ - 131
2025-06-10 17:49:01,614 - INFO - SEQ - 132
2025-06-10 17:49:01,644 - INFO - SEQ - 133
2025-06-10 17:49:01,674 - INFO - SEQ - 134
2025-06-10 17:49:01,705 - INFO - SEQ - 135
2025-06-10 17:49:01,735 - INFO - SEQ - 136
2025-06-10 17:49:01,766 - INFO - SEQ - 137
2025-06-10 17:49:01,796 - INFO - SEQ - 138
2025-06-10 17:49:01,826 - INFO - SEQ - 139
2025-06-10 17:49:01,857 - INFO - SEQ - 140
2025-06-10 17:49:01,887 - INFO - SEQ - 141
2025-06-10 17:49:01,917 - INFO - SEQ - 142
2025-06-10 17:49:01,948 - INFO - SEQ - 143
2025-06-10 17:49:01,978 - INFO - SEQ - 144
2025-06-10 17:49:02,008 - INFO - SEQ - 145
2025-06-10 17:49:02,039 - INFO - SEQ - 146
2025-06-10 17:49:02,070 - INFO - SEQ - 147
2025-06-10 17:49:02,099 - INFO - SEQ - 148
2025-06-10 17:49:02,129 - INFO - SEQ - 149
2025-06-10 17:49:02,160 - INFO - SEQ - 150
2025-06-10 17:49:02,190 - INFO - SEQ - 151
2025-06-10 17:49:02,220 - INFO - SEQ - 152
2025-06-10 17:49:02,250 - INFO - SEQ - 153
2025-06-10 17:49:02,281 - INFO - SEQ - 154
2025-06-10 17:49:02,311 - INFO - SEQ - 155
2025-06-10 17:49:02,341 - INFO - SEQ - 156
2025-06-10 17:49:02,372 - INFO - SEQ - 157
2025-06-10 17:49:02,402 - INFO - SEQ - 158
2025-06-10 17:49:02,432 - INFO - SEQ - 159
2025-06-10 17:49:02,462 - INFO - SEQ - 160
2025-06-10 17:49:02,492 - INFO - SEQ - 161
2025-06-10 17:49:02,522 - INFO - SEQ - 162
2025-06-10 17:49:02,553 - INFO - SEQ - 163
2025-06-10 17:49:02,583 - INFO - SEQ - 164
2025-06-10 17:49:02,613 - INFO - SEQ - 165
2025-06-10 17:49:02,643 - INFO - SEQ - 166
2025-06-10 17:49:02,673 - INFO - SEQ - 167
2025-06-10 17:49:02,703 - INFO - SEQ - 168
2025-06-10 17:49:02,734 - INFO - SEQ - 169
2025-06-10 17:49:02,764 - INFO - SEQ - 170
2025-06-10 17:49:02,794 - INFO - SEQ - 171
2025-06-10 17:49:02,824 - INFO - SEQ - 172
2025-06-10 17:49:02,854 - INFO - SEQ - 173
2025-06-10 17:49:02,885 - INFO - SEQ - 174
2025-06-10 17:49:02,915 - INFO - SEQ - 175
2025-06-10 17:49:02,945 - INFO - SEQ - 176
2025-06-10 17:49:02,976 - INFO - SEQ - 177
2025-06-10 17:49:03,005 - INFO - SEQ - 178
2025-06-10 17:49:03,036 - INFO - SEQ - 179
2025-06-10 17:49:03,066 - INFO - SEQ - 180
2025-06-10 17:49:03,096 - INFO - SEQ - 181
2025-06-10 17:49:03,126 - INFO - SEQ - 182
2025-06-10 17:49:03,157 - INFO - SEQ - 183
2025-06-10 17:49:03,187 - INFO - SEQ - 184
2025-06-10 17:49:03,217 - INFO - SEQ - 185
2025-06-10 17:49:03,247 - INFO - SEQ - 186
2025-06-10 17:49:03,277 - INFO - SEQ - 187
2025-06-10 17:49:03,307 - INFO - SEQ - 188
2025-06-10 17:49:03,337 - INFO - SEQ - 189
2025-06-10 17:49:03,368 - INFO - SEQ - 190
2025-06-10 17:49:03,398 - INFO - SEQ - 191
2025-06-10 17:49:03,428 - INFO - SEQ - 192
2025-06-10 17:49:03,457 - INFO - SEQ - 193
2025-06-10 17:49:03,488 - INFO - SEQ - 194
2025-06-10 17:49:03,518 - INFO - SEQ - 195
2025-06-10 17:49:03,548 - INFO - SEQ - 196
2025-06-10 17:49:03,579 - INFO - SEQ - 197
2025-06-10 17:49:03,608 - INFO - SEQ - 198
2025-06-10 17:49:03,639 - INFO - SEQ - 199
2025-06-10 17:49:03,669 - INFO - SEQ - 200
2025-06-10 17:49:03,699 - INFO - SEQ - 201
2025-06-10 17:49:03,728 - INFO - SEQ - 202
2025-06-10 17:49:03,759 - INFO - SEQ - 203
2025-06-10 17:49:03,789 - INFO - SEQ - 204
2025-06-10 17:49:03,819 - INFO - SEQ - 205
2025-06-10 17:49:03,850 - INFO - SEQ - 206
2025-06-10 17:49:03,880 - INFO - SEQ - 207
2025-06-10 17:49:03,910 - INFO - SEQ - 208
2025-06-10 17:49:03,941 - INFO - SEQ - 209
2025-06-10 17:49:03,971 - INFO - SEQ - 210
2025-06-10 17:49:04,001 - INFO - SEQ - 211
2025-06-10 17:49:04,031 - INFO - SEQ - 212
2025-06-10 17:49:04,061 - INFO - SEQ - 213
2025-06-10 17:49:04,091 - INFO - SEQ - 214
2025-06-10 17:49:04,122 - INFO - SEQ - 215
2025-06-10 17:49:04,152 - INFO - SEQ - 216
2025-06-10 17:49:04,182 - INFO - SEQ - 217
2025-06-10 17:49:04,212 - INFO - SEQ - 218
2025-06-10 17:49:04,242 - INFO - SEQ - 219
2025-06-10 17:49:04,272 - INFO - SEQ - 220
2025-06-10 17:49:04,302 - INFO - SEQ - 221
2025-06-10 17:49:04,332 - INFO - SEQ - 222
2025-06-10 17:49:04,363 - INFO - SEQ - 223
2025-06-10 17:49:04,393 - INFO - SEQ - 224
2025-06-10 17:49:04,424 - INFO - SEQ - 225
2025-06-10 17:49:04,454 - INFO - SEQ - 226
2025-06-10 17:49:04,483 - INFO - SEQ - 227
