Attaching to:  10.11.32.219:4242
Server started! Waiting for streams from client...
session created:  10.51.0.77:44159
stream created:  3
Start forwarding? [write any letter]
Connected to mquic, connecting to Websocket.
2024-10-30 15:56:04,385 - INFO - SEQ - 1
2024-10-30 15:56:04,416 - INFO - SEQ - 2
2024-10-30 15:56:04,446 - INFO - SEQ - 3
2024-10-30 15:56:04,476 - INFO - SEQ - 4
2024-10-30 15:56:04,506 - INFO - SEQ - 5
2024-10-30 15:56:04,536 - INFO - SEQ - 6
2024-10-30 15:56:04,552 - INFO - SEQ - 7
2024-10-30 15:56:04,566 - INFO - SEQ - 8
2024-10-30 15:56:04,597 - INFO - SEQ - 9
2024-10-30 15:56:04,627 - INFO - SEQ - 10
2024-10-30 15:56:04,657 - INFO - SEQ - 11
2024-10-30 15:56:04,687 - INFO - SEQ - 12
2024-10-30 15:56:04,718 - INFO - SEQ - 13
2024-10-30 15:56:04,747 - INFO - SEQ - 14
2024-10-30 15:56:04,778 - INFO - SEQ - 15
2024-10-30 15:56:04,808 - INFO - SEQ - 16
2024-10-30 15:56:04,838 - INFO - SEQ - 17
2024-10-30 15:56:04,868 - INFO - SEQ - 18
2024-10-30 15:56:04,898 - INFO - SEQ - 19
2024-10-30 15:56:04,928 - INFO - SEQ - 20
2024-10-30 15:56:04,958 - INFO - SEQ - 21
2024-10-30 15:56:04,988 - INFO - SEQ - 22
2024-10-30 15:56:05,019 - INFO - SEQ - 23
2024-10-30 15:56:05,049 - INFO - SEQ - 24
2024-10-30 15:56:05,079 - INFO - SEQ - 25
2024-10-30 15:56:05,109 - INFO - SEQ - 26
2024-10-30 15:56:05,139 - INFO - SEQ - 27
2024-10-30 15:56:05,169 - INFO - SEQ - 28
2024-10-30 15:56:05,199 - INFO - SEQ - 29
2024-10-30 15:56:05,229 - INFO - SEQ - 30
2024-10-30 15:56:05,260 - INFO - SEQ - 31
2024-10-30 15:56:05,290 - INFO - SEQ - 32
2024-10-30 15:56:05,320 - INFO - SEQ - 33
2024-10-30 15:56:05,350 - INFO - SEQ - 34
2024-10-30 15:56:05,381 - INFO - SEQ - 35
2024-10-30 15:56:05,411 - INFO - SEQ - 36
2024-10-30 15:56:05,441 - INFO - SEQ - 37
2024-10-30 15:56:05,471 - INFO - SEQ - 38
2024-10-30 15:56:05,501 - INFO - SEQ - 39
2024-10-30 15:56:05,531 - INFO - SEQ - 40
2024-10-30 15:56:05,561 - INFO - SEQ - 41
2024-10-30 15:56:05,573 - INFO - SEQ - 42
2024-10-30 15:56:05,591 - INFO - SEQ - 43
2024-10-30 15:56:05,622 - INFO - SEQ - 44
2024-10-30 15:56:05,652 - INFO - SEQ - 45
2024-10-30 15:56:05,682 - INFO - SEQ - 46
2024-10-30 15:56:05,712 - INFO - SEQ - 47
2024-10-30 15:56:05,742 - INFO - SEQ - 48
2024-10-30 15:56:05,772 - INFO - SEQ - 49
2024-10-30 15:56:05,802 - INFO - SEQ - 50
2024-10-30 15:56:05,832 - INFO - SEQ - 51
2024-10-30 15:56:05,863 - INFO - SEQ - 52
2024-10-30 15:56:05,893 - INFO - SEQ - 53
2024-10-30 15:56:05,923 - INFO - SEQ - 54
2024-10-30 15:56:05,953 - INFO - SEQ - 55
2024-10-30 15:56:05,983 - INFO - SEQ - 56
