Attaching to:  10.11.32.219:4242
Server started! Waiting for streams from client...
session created:  10.51.0.77:52930
stream created:  3
Start forwarding? [write any letter]
Connected to mquic, connecting to Websocket.
2024-11-06 14:29:03,106 - INFO - SEQ - 1
2024-11-06 14:29:03,129 - INFO - SEQ - 2
2024-11-06 14:29:03,157 - INFO - SEQ - 3
2024-11-06 14:29:03,187 - INFO - SEQ - 4
2024-11-06 14:29:03,200 - INFO - SEQ - 5
2024-11-06 14:29:03,218 - INFO - SEQ - 6
2024-11-06 14:29:03,248 - INFO - SEQ - 7
2024-11-06 14:29:03,278 - INFO - SEQ - 8
2024-11-06 14:29:03,308 - INFO - SEQ - 9
2024-11-06 14:29:03,338 - INFO - SEQ - 10
2024-11-06 14:29:03,368 - INFO - SEQ - 11
2024-11-06 14:29:03,398 - INFO - SEQ - 12
2024-11-06 14:29:03,428 - INFO - SEQ - 13
2024-11-06 14:29:03,458 - INFO - SEQ - 14
2024-11-06 14:29:03,489 - INFO - SEQ - 15
2024-11-06 14:29:03,519 - INFO - SEQ - 16
2024-11-06 14:29:03,549 - INFO - SEQ - 17
2024-11-06 14:29:03,579 - INFO - SEQ - 18
2024-11-06 14:29:03,609 - INFO - SEQ - 19
2024-11-06 14:29:03,639 - INFO - SEQ - 20
2024-11-06 14:29:03,669 - INFO - SEQ - 21
2024-11-06 14:29:03,699 - INFO - SEQ - 22
2024-11-06 14:29:03,729 - INFO - SEQ - 23
2024-11-06 14:29:03,760 - INFO - SEQ - 24
2024-11-06 14:29:03,789 - INFO - SEQ - 25
2024-11-06 14:29:03,820 - INFO - SEQ - 26
2024-11-06 14:29:03,850 - INFO - SEQ - 27
2024-11-06 14:29:03,880 - INFO - SEQ - 28
2024-11-06 14:29:03,910 - INFO - SEQ - 29
2024-11-06 14:29:03,940 - INFO - SEQ - 30
2024-11-06 14:29:03,971 - INFO - SEQ - 31
2024-11-06 14:29:04,001 - INFO - SEQ - 32
2024-11-06 14:29:04,031 - INFO - SEQ - 33
2024-11-06 14:29:04,061 - INFO - SEQ - 34
2024-11-06 14:29:04,091 - INFO - SEQ - 35
2024-11-06 14:29:04,121 - INFO - SEQ - 36
2024-11-06 14:29:04,151 - INFO - SEQ - 37
2024-11-06 14:29:04,181 - INFO - SEQ - 38
2024-11-06 14:29:04,200 - INFO - SEQ - 39
2024-11-06 14:29:04,211 - INFO - SEQ - 40
2024-11-06 14:29:04,241 - INFO - SEQ - 41
2024-11-06 14:29:04,271 - INFO - SEQ - 42
2024-11-06 14:29:04,301 - INFO - SEQ - 43
2024-11-06 14:29:04,332 - INFO - SEQ - 44
2024-11-06 14:29:04,362 - INFO - SEQ - 45
2024-11-06 14:29:04,392 - INFO - SEQ - 46
2024-11-06 14:29:04,422 - INFO - SEQ - 47
2024-11-06 14:29:04,452 - INFO - SEQ - 48
2024-11-06 14:29:04,482 - INFO - SEQ - 49
2024-11-06 14:29:04,512 - INFO - SEQ - 50
2024-11-06 14:29:04,542 - INFO - SEQ - 51
2024-11-06 14:29:04,573 - INFO - SEQ - 52
2024-11-06 14:29:04,603 - INFO - SEQ - 53
2024-11-06 14:29:04,633 - INFO - SEQ - 54
2024-11-06 14:29:04,663 - INFO - SEQ - 55
2024-11-06 14:29:04,693 - INFO - SEQ - 56
2024-11-06 14:29:04,723 - INFO - SEQ - 57
2024-11-06 14:29:04,753 - INFO - SEQ - 58
2024-11-06 14:29:04,783 - INFO - SEQ - 59
2024-11-06 14:29:04,813 - INFO - SEQ - 60
2024-11-06 14:29:04,843 - INFO - SEQ - 61
2024-11-06 14:29:04,873 - INFO - SEQ - 62
2024-11-06 14:29:04,903 - INFO - SEQ - 63
2024-11-06 14:29:04,933 - INFO - SEQ - 64
2024-11-06 14:29:04,964 - INFO - SEQ - 65
2024-11-06 14:29:04,994 - INFO - SEQ - 66
2024-11-06 14:29:05,024 - INFO - SEQ - 67
2024-11-06 14:29:05,054 - INFO - SEQ - 68
2024-11-06 14:29:05,084 - INFO - SEQ - 69
2024-11-06 14:29:05,114 - INFO - SEQ - 70
2024-11-06 14:29:05,144 - INFO - SEQ - 71
2024-11-06 14:29:05,174 - INFO - SEQ - 72
2024-11-06 14:29:05,204 - INFO - SEQ - 73
2024-11-06 14:29:05,219 - INFO - SEQ - 74
2024-11-06 14:29:05,234 - INFO - SEQ - 75
2024-11-06 14:29:05,265 - INFO - SEQ - 76
2024-11-06 14:29:05,295 - INFO - SEQ - 77
2024-11-06 14:29:05,324 - INFO - SEQ - 78
2024-11-06 14:29:05,355 - INFO - SEQ - 79
2024-11-06 14:29:05,385 - INFO - SEQ - 80
2024-11-06 14:29:05,415 - INFO - SEQ - 81
2024-11-06 14:29:05,445 - INFO - SEQ - 82
2024-11-06 14:29:05,475 - INFO - SEQ - 83
2024-11-06 14:29:05,505 - INFO - SEQ - 84
2024-11-06 14:29:05,535 - INFO - SEQ - 85
2024-11-06 14:29:05,566 - INFO - SEQ - 86
2024-11-06 14:29:05,596 - INFO - SEQ - 87
2024-11-06 14:29:05,625 - INFO - SEQ - 88
2024-11-06 14:29:05,655 - INFO - SEQ - 89
2024-11-06 14:29:05,686 - INFO - SEQ - 90
2024-11-06 14:29:05,716 - INFO - SEQ - 91
2024-11-06 14:29:05,746 - INFO - SEQ - 92
2024-11-06 14:29:05,776 - INFO - SEQ - 93
2024-11-06 14:29:05,806 - INFO - SEQ - 94
2024-11-06 14:29:05,836 - INFO - SEQ - 95
2024-11-06 14:29:05,866 - INFO - SEQ - 96
2024-11-06 14:29:05,896 - INFO - SEQ - 97
2024-11-06 14:29:05,926 - INFO - SEQ - 98
2024-11-06 14:29:05,957 - INFO - SEQ - 99
2024-11-06 14:29:05,987 - INFO - SEQ - 100
2024-11-06 14:29:06,017 - INFO - SEQ - 101
2024-11-06 14:29:06,047 - INFO - SEQ - 102
2024-11-06 14:29:06,077 - INFO - SEQ - 103
2024-11-06 14:29:06,107 - INFO - SEQ - 104
2024-11-06 14:29:06,137 - INFO - SEQ - 105
